Topics,Alpha,Eta,Coherence
3,0.9099999999999999,0.31,-1.7574493956271269
3,0.9099999999999999,0.61,-1.672239707749396
3,0.9099999999999999,0.9099999999999999,-1.669773052187187
3,0.9099999999999999,symmetric,-1.7606213145806056
3,symmetric,0.01,-1.7611058609527401
3,symmetric,0.31,-1.7700425057608429
3,symmetric,0.61,-1.7302745000769209
3,symmetric,0.9099999999999999,-1.6895119309340139
3,symmetric,symmetric,-1.7906371627398994
3,asymmetric,0.01,-1.8303914350956376
3,asymmetric,0.31,-3.2675249453936126
3,asymmetric,0.61,-3.9698894336006876
3,asymmetric,0.9099999999999999,-4.657099376474238
3,asymmetric,symmetric,-3.263327719907391
4,0.01,0.01,-1.8027427269029561
4,0.01,0.31,-1.7920833285737392
4,0.01,0.61,-2.874925366321132
4,0.01,0.9099999999999999,-4.14117908251635
4,0.01,symmetric,-1.7604257045161402
4,0.31,0.01,-1.7602315438696352
4,0.31,0.31,-1.764346045439319
4,0.31,0.61,-1.7288325392509267
4,0.31,0.9099999999999999,-2.076470428586652
4,0.31,symmetric,-1.786684563775571
4,0.61,0.01,-1.7359566975287433
4,0.61,0.31,-1.8512261951875377
4,0.61,0.61,-1.7698476040703184
4,0.61,0.9099999999999999,-1.760391748501915
4,0.61,symmetric,-1.8084727461972263
4,0.9099999999999999,0.01,-1.7201175004164964
4,0.9099999999999999,0.31,-1.8233904670926737
4,0.9099999999999999,0.61,-1.8055485204139137
4,0.9099999999999999,0.9099999999999999,-1.7915167388353672
4,0.9099999999999999,symmetric,-1.8335582224152254
4,symmetric,0.01,-1.7976145254733078
4,symmetric,0.31,-1.7593449760205944
4,symmetric,0.61,-1.7610540887496509
4,symmetric,0.9099999999999999,-2.148050176326362
4,symmetric,symmetric,-1.8304046327647607
4,asymmetric,0.01,-1.9105250994211194
4,asymmetric,0.31,-2.832488933497215
4,asymmetric,0.61,-3.10006003098398
4,asymmetric,0.9099999999999999,-4.400751561446132
4,asymmetric,symmetric,-2.5907869526692693
5,0.01,0.01,-2.0497725938587488
5,0.01,0.31,-2.807988184150097
5,0.01,0.61,-3.873486678636656
5,0.01,0.9099999999999999,-3.8345661446101658
5,0.01,symmetric,-2.8389543203750534
5,0.31,0.01,-1.8808004181441702
5,0.31,0.31,-2.142242211202137
5,0.31,0.61,-2.6680856784565825
5,0.31,0.9099999999999999,-3.4884685674854277
5,0.31,symmetric,-1.94211748337264
5,0.61,0.01,-1.8487793985326941
5,0.61,0.31,-2.133133762563711
5,0.61,0.61,-1.8605876853337011
5,0.61,0.9099999999999999,-1.8345190389018164
5,0.61,symmetric,-1.8532549780678795
5,0.9099999999999999,0.01,-1.8448566269645603
5,0.9099999999999999,0.31,-1.847911294201229
5,0.9099999999999999,0.61,-1.8480789182069082
5,0.9099999999999999,0.9099999999999999,-1.8485455763139638
5,0.9099999999999999,symmetric,-1.8898782697925225
5,symmetric,0.01,-1.9405446280079552
5,symmetric,0.31,-2.189113851572428
5,symmetric,0.61,-3.721901073539737
5,symmetric,0.9099999999999999,-3.7525130145560923
5,symmetric,symmetric,-2.2392306597306253
5,asymmetric,0.01,-1.9986808310235535
5,asymmetric,0.31,-2.8909937588712316
5,asymmetric,0.61,-3.9169311928765724
5,asymmetric,0.9099999999999999,-3.6734051163052626
5,asymmetric,symmetric,-2.456841840987214
6,0.01,0.01,-1.9870964048326114
6,0.01,0.31,-1.9755155645101057
6,0.01,0.61,-3.323475002551857
6,0.01,0.9099999999999999,-3.431892533975036
