Topics,Alpha,Eta,Coherence
4,asymmetric,0.9099999999999999,-8.551094051470487
4,asymmetric,symmetric,-4.821768941522862
5,0.01,0.01,-3.4257672411535474
5,0.01,0.31,-7.213377146392565
5,0.01,0.61,-8.726651113565865
5,0.01,0.9099999999999999,-10.549542360060641
5,0.01,symmetric,-4.465628311046126
5,0.31,0.01,-2.635261228616713
5,0.31,0.31,-6.722880659845754
5,0.31,0.61,-8.426783093448847
5,0.31,0.9099999999999999,-9.260603929293103
5,0.31,symmetric,-3.994193539092076
5,0.61,0.01,-2.533700165980326
5,0.61,0.31,-4.646859987307671
5,0.61,0.61,-6.856832257707898
5,0.61,0.9099999999999999,-7.189897731475719
5,0.61,symmetric,-3.6135510053172117
5,0.9099999999999999,0.01,-2.4452985658480575
5,0.9099999999999999,0.31,-3.559208550715084
5,0.9099999999999999,0.61,-6.882155315132488
5,0.9099999999999999,0.9099999999999999,-6.351194124646055
5,0.9099999999999999,symmetric,-3.2860005289604843
5,symmetric,0.01,-3.1291337662744048
5,symmetric,0.31,-6.117310275363612
5,symmetric,0.61,-9.757010667078344
5,symmetric,0.9099999999999999,-11.112355330572978
5,symmetric,symmetric,-3.6645741418347315
5,asymmetric,0.01,-3.7044179914989526
5,asymmetric,0.31,-6.4073919405360815
5,asymmetric,0.61,-9.18071894853244
5,asymmetric,0.9099999999999999,-8.691952404443205
5,asymmetric,symmetric,-5.7100594883358085
6,0.01,0.01,-3.4580010660313754
6,0.01,0.31,-8.336958496447991
6,0.01,0.61,-10.616492081584958
6,0.01,0.9099999999999999,-9.682823571976988
6,0.01,symmetric,-4.491649678493877
6,0.31,0.01,-2.765120733529352
6,0.31,0.31,-6.384841766664199
6,0.31,0.61,-12.375723404398963
6,0.31,0.9099999999999999,-13.980452335940663
6,0.31,symmetric,-4.506178405258242
6,0.61,0.01,-2.6578294075877893
6,0.61,0.31,-4.834261895407823
6,0.61,0.61,-8.626830237088738
6,0.61,0.9099999999999999,-10.956601493798146
6,0.61,symmetric,-3.606829465615199
6,0.9099999999999999,0.01,-2.690499941325435
6,0.9099999999999999,0.31,-4.901798690826357
6,0.9099999999999999,0.61,-6.521014811376273
6,0.9099999999999999,0.9099999999999999,-10.470376014056
6,0.9099999999999999,symmetric,-3.775417455248441
6,symmetric,0.01,-3.180805320414274
6,symmetric,0.31,-7.2852495242891715
6,symmetric,0.61,-9.215323020970256
6,symmetric,0.9099999999999999,-13.361879007133737
6,symmetric,symmetric,-4.215700265506524
