Topics,Alpha,Eta,Coherence
7,asymmetric,0.01,-3.3442910166088
7,asymmetric,0.31,-6.1899089293409295
7,asymmetric,0.61,-9.780906345867745
7,asymmetric,0.9099999999999999,-13.04789202967206
7,asymmetric,symmetric,-4.336236404857789
8,0.01,0.01,-4.085912190350297
8,0.01,0.31,-4.651229061485859
8,0.01,0.61,-11.594248885133116
8,0.01,0.9099999999999999,-12.92181380325546
8,0.01,symmetric,-3.4370279488761506
8,0.31,0.01,-3.4294275797622076
8,0.31,0.31,-3.9785258945412254
8,0.31,0.61,-8.850361138232849
8,0.31,0.9099999999999999,-13.143260007116256
8,0.31,symmetric,-3.6269406250795275
8,0.61,0.01,-3.1923394276874384
8,0.61,0.31,-4.08455009005511
8,0.61,0.61,-6.542653991547998
8,0.61,0.9099999999999999,-9.187802228731407
8,0.61,symmetric,-3.418716775797011
8,0.9099999999999999,0.01,-3.1620096942745084
8,0.9099999999999999,0.31,-3.7515628037742172
8,0.9099999999999999,0.61,-5.35777407480318
8,0.9099999999999999,0.9099999999999999,-8.149897149964845
8,0.9099999999999999,symmetric,-3.22838174750812
8,symmetric,0.01,-3.777983327477106
8,symmetric,0.31,-4.959008194501168
8,symmetric,0.61,-11.415544860967037
8,symmetric,0.9099999999999999,-12.632012113075783
8,symmetric,symmetric,-4.149738997356223
8,asymmetric,0.01,-3.635404166556603
8,asymmetric,0.31,-5.249477191699061
8,asymmetric,0.61,-11.41656985061925
8,asymmetric,0.9099999999999999,-10.414416011751939
8,asymmetric,symmetric,-4.371251360637881
9,0.01,0.01,-3.0625280265284007
9,0.01,0.31,-5.519564644234524
9,0.01,0.61,-13.853013497470725
9,0.01,0.9099999999999999,-13.462234164728141
9,0.01,symmetric,-3.51983509474413
9,0.31,0.01,-3.482526794287135
9,0.31,0.31,-3.74884645811286
9,0.31,0.61,-10.750077390956672
9,0.31,0.9099999999999999,-12.962412988493371
9,0.31,symmetric,-4.020347211846438
9,0.61,0.01,-3.293203302857514
9,0.61,0.31,-4.093085481686096
9,0.61,0.61,-7.2843375442080225
9,0.61,0.9099999999999999,-10.801308582298446
9,0.61,symmetric,-3.4199521193116054
9,0.9099999999999999,0.01,-3.2631674084926967
9,0.9099999999999999,0.31,-3.6780075923341635
9,0.9099999999999999,0.61,-6.0539302119624345
9,0.9099999999999999,0.9099999999999999,-9.363816399389917
9,0.9099999999999999,symmetric,-3.5274526258377836
9,symmetric,0.01,-3.0126894110496902
9,symmetric,0.31,-4.704563355216059
9,symmetric,0.61,-11.927079177771997
9,symmetric,0.9099999999999999,-14.31450830084767
9,symmetric,symmetric,-3.5878170126198077
9,asymmetric,0.01,-5.0009083075396195
9,asymmetric,0.31,-6.381092015510713
9,asymmetric,0.61,-12.437633588390764
9,asymmetric,0.9099999999999999,-12.737295120339805
9,asymmetric,symmetric,-4.686825879370469
